movie_id,genre_id
13,35.0
13,18.0
13,10749.0
712,35.0
712,18.0
712,10749.0
16295,10749.0
16295,18.0
16295,80.0
48992,35.0
48992,18.0
48992,10749.0
10879,28.0
10879,35.0
10879,10749.0
10660,35.0
10660,18.0
10660,10749.0
10714,12.0
10714,18.0
10714,10751.0
41647,99.0
41647,10769.0
8587,10751.0
8587,16.0
8587,18.0
1689,18.0
1689,36.0
11596,27.0
11596,53.0
11596,9648.0
11596,14.0
854,10749.0
854,35.0
854,80.0
854,14.0
9359,28.0
9359,12.0
9359,35.0
9359,18.0
9359,37.0
23333,18.0
36593,35.0
36593,80.0
12280,35.0
12280,18.0
2788,18.0
10427,80.0
10427,18.0
10427,53.0
11011,35.0
11011,10751.0
49803,18.0
8987,28.0
8987,12.0
8987,80.0
8987,53.0
1637,28.0
1637,12.0
1637,80.0
15128,35.0
15128,10749.0
8831,53.0
8831,878.0
8831,28.0
8831,80.0
36955,28.0
36955,53.0
10449,18.0
10449,10749.0
10395,14.0
12160,18.0
12160,28.0
12160,37.0
40480,28.0
40480,80.0
40480,10749.0
40480,53.0
52038,35.0
52038,18.0
29444,35.0
29444,18.0
26352,28.0
26352,35.0
26352,80.0
39953,18.0
41580,18.0
315,28.0
315,80.0
22067,80.0
22067,18.0
22067,10749.0
18242,16.0
18242,878.0
11667,28.0
11667,12.0
11667,53.0
32502,28.0
32502,35.0
28732,28.0
28732,12.0
28732,80.0
28732,18.0
28732,53.0
75555,27.0
75555,53.0
42981,99.0
278939,10749.0
278939,12.0
278939,80.0
278939,18.0
291731,53.0
291731,18.0
226229,28.0
226229,53.0
203119,35.0
316098,99.0
8011,28.0
8011,14.0
8011,878.0
2654,27.0
2654,9648.0
2654,53.0
18069,18.0
18069,10749.0
19092,80.0
19092,18.0
2758,35.0
2758,10751.0
2758,14.0
38129,35.0
10436,18.0
10436,10749.0
13595,35.0
13595,80.0
13595,10402.0
46094,35.0
46094,10751.0
9409,28.0
9409,35.0
11853,28.0
11853,12.0
11853,35.0
11853,18.0
11853,37.0
16771,35.0
16771,18.0
16771,10749.0
46924,18.0
46924,35.0
46924,14.0
11041,35.0
306,28.0
306,35.0
306,80.0
14522,28.0
14522,12.0
14522,18.0
14522,10751.0
26203,9648.0
26203,80.0
26203,18.0
26203,53.0
178,18.0
178,28.0
178,53.0
19819,18.0
57834,18.0
57834,10749.0
4722,27.0
4722,878.0
4722,53.0
18215,18.0
18215,10749.0
1607,18.0
1607,80.0
26391,35.0
117553,18.0
117553,35.0
6075,28.0
6075,80.0
6075,18.0
6075,53.0
11310,28.0
11310,35.0
11310,18.0
11310,37.0
18658,35.0
18658,53.0
18658,9648.0
9350,28.0
9350,12.0
9350,53.0
9612,35.0
9612,878.0
9612,10751.0
2124,18.0
2124,9648.0
2124,10749.0
2124,53.0
26261,28.0
26261,35.0
26261,10751.0
19176,37.0
19176,28.0
19176,35.0
49299,18.0
11566,35.0
9571,35.0
9571,18.0
9739,80.0
9739,28.0
9739,878.0
24257,99.0
34444,37.0
34444,18.0
34444,35.0
34444,10749.0
26141,35.0
10997,18.0
50463,18.0
50463,35.0
50463,10749.0
10443,18.0
20239,35.0
16297,35.0
16297,18.0
18551,18.0
18551,9648.0
18551,10749.0
25440,35.0
25440,53.0
25440,9648.0
25440,10749.0
25440,10769.0
9024,35.0
9024,10749.0
37233,18.0
37233,9648.0
37233,53.0
1634,10751.0
1634,12.0
13815,80.0
13815,18.0
13815,53.0
5503,12.0
5503,28.0
5503,53.0
5503,80.0
5503,9648.0
35588,36.0
35588,28.0
35588,18.0
35588,37.0
2087,18.0
2087,28.0
2087,53.0
41579,10751.0
41579,35.0
41579,80.0
18620,18.0
18620,10749.0
41006,35.0
41006,18.0
4916,18.0
4916,53.0
2019,28.0
2019,12.0
2019,80.0
2019,53.0
31642,36.0
31642,10752.0
31642,28.0
31642,18.0
9255,28.0
9255,35.0
9255,10752.0
26271,35.0
10612,18.0
10612,35.0
10612,10749.0
2259,10749.0
2259,18.0
16097,35.0
11934,35.0
11934,18.0
106143,35.0
106143,18.0
12475,35.0
9386,28.0
9386,18.0
9386,53.0
9386,80.0
9386,9648.0
7984,18.0
59930,35.0
59930,18.0
59930,10749.0
15765,18.0
15765,10402.0
31643,35.0
6,28.0
6,53.0
6,80.0
329,12.0
329,878.0
10909,53.0
10909,80.0
507,28.0
507,80.0
507,18.0
507,53.0
34024,18.0
29918,28.0
29918,12.0
29918,18.0
29918,10751.0
9593,12.0
9593,14.0
9593,28.0
9593,35.0
9593,10751.0
42580,35.0
42580,10751.0
22317,28.0
22317,35.0
22317,37.0
1413,18.0
1413,10749.0
12121,35.0
2246,18.0
2246,80.0
10502,18.0
10440,35.0
10440,9648.0
9516,18.0
9516,28.0
9516,80.0
2320,28.0
2320,12.0
2320,18.0
2320,53.0
5879,18.0
5879,10749.0
83718,53.0
83718,35.0
83718,18.0
83718,10749.0
11971,18.0
11971,35.0
11971,10749.0
2625,18.0
2625,10749.0
31911,35.0
31911,10749.0
788,35.0
788,18.0
788,10751.0
21450,35.0
21450,18.0
11231,12.0
41588,35.0
41588,18.0
10447,28.0
10447,18.0
10447,878.0
10447,53.0
31586,35.0
31586,18.0
31586,10751.0
31586,14.0
31586,878.0
9300,10749.0
9300,18.0
9300,14.0
9559,80.0
9559,18.0
9559,53.0
9800,18.0
713,18.0
713,10749.0
8291,18.0
8291,10749.0
18133,18.0
25557,27.0
25557,878.0
25557,53.0
22588,35.0
22588,80.0
22588,18.0
22588,10402.0
22588,9648.0
22588,10749.0
10872,35.0
1245,18.0
1245,10749.0
11858,35.0
11858,10752.0
7007,28.0
7007,18.0
7007,53.0
10467,35.0
10467,10749.0
5550,28.0
5550,12.0
5550,80.0
5550,878.0
5550,53.0
8005,35.0
2088,28.0
2088,80.0
2088,18.0
2088,53.0
10412,28.0
10412,18.0
10412,53.0
47889,18.0
47889,10749.0
14534,18.0
56583,18.0
41878,18.0
424,18.0
424,36.0
424,10752.0
35233,35.0
35233,18.0
14291,18.0
103413,18.0
11236,18.0
11236,10751.0
11236,14.0
11592,35.0
11592,80.0
11592,27.0
11592,53.0
8850,12.0
8850,14.0
8850,28.0
8850,53.0
8850,878.0
10445,18.0
10445,10749.0
695,35.0
695,18.0
43535,18.0
43535,10751.0
12519,35.0
12519,18.0
23210,9648.0
23210,18.0
23210,35.0
858,35.0
858,18.0
858,10749.0
867,18.0
867,53.0
78,878.0
78,18.0
78,53.0
13203,35.0
13203,18.0
13203,10749.0
10442,35.0
10442,80.0
10442,10749.0
11074,80.0
11074,28.0
11074,9648.0
11074,53.0
33367,36.0
33367,18.0
33367,10749.0
9607,12.0
9607,35.0
9607,10751.0
9607,14.0
17585,28.0
17585,12.0
17585,53.0
17585,80.0
9057,28.0
9057,53.0
20967,18.0
20967,10402.0
10635,35.0
10635,18.0
10635,10751.0
10635,10749.0
9479,14.0
9479,16.0
9479,10751.0
10057,28.0
10057,12.0
10057,35.0
11969,28.0
11969,12.0
11969,18.0
11969,36.0
11969,37.0
41590,18.0
41590,28.0
41590,53.0
319,28.0
319,53.0
319,80.0
319,10749.0
26408,99.0
26408,36.0
15139,14.0
15139,878.0
15139,10751.0
15139,16.0
161158,18.0
161158,35.0
85247,53.0
85247,18.0
85247,10749.0
11446,35.0
11446,18.0
51980,18.0
51980,10749.0
24405,35.0
24405,10749.0
11655,18.0
11655,27.0
11655,53.0
11800,35.0
11800,10749.0
8223,35.0
8223,18.0
14587,35.0
14587,18.0
31504,35.0
31504,10751.0
41653,18.0
53185,10770.0
53185,18.0
53185,10749.0
53185,35.0
95743,18.0
95743,10749.0
23637,35.0
23637,10769.0
17600,35.0
17600,18.0
10897,10749.0
10897,35.0
10897,10751.0
349394,35.0
21352,18.0
21352,10751.0
21352,12.0
68806,53.0
68806,80.0
68806,18.0
37345,35.0
37345,18.0
37345,36.0
37345,9648.0
32562,36.0
32562,99.0
47507,18.0
47507,35.0
47507,10749.0
47507,10769.0
25403,35.0
25403,18.0
124304,10749.0
124304,18.0
9066,35.0
771,35.0
771,10751.0
251,14.0
251,18.0
251,53.0
251,9648.0
251,10749.0
812,16.0
812,10751.0
812,35.0
812,12.0
812,14.0
812,10749.0
280,28.0
280,53.0
280,878.0
581,12.0
581,18.0
581,37.0
80350,53.0
80350,28.0
80350,18.0
268,14.0
268,28.0
274,80.0
274,18.0
274,53.0
408,14.0
408,16.0
408,10751.0
10020,10749.0
10020,10751.0
10020,16.0
10020,14.0
10020,10402.0
10895,16.0
10895,10751.0
114,10749.0
114,35.0
41043,35.0
41043,18.0
41043,14.0
576,12.0
576,37.0
15477,80.0
15477,53.0
59146,18.0
59146,10769.0
59146,10749.0
30528,35.0
30528,10749.0
7300,35.0
7300,10749.0
10824,27.0
261246,10749.0
261246,18.0
275,80.0
275,18.0
275,53.0
25059,12.0
25059,35.0
25059,18.0
25059,10751.0
11827,16.0
11827,878.0
8766,27.0
8766,53.0
8766,878.0
23570,35.0
23570,10749.0
47333,18.0
47333,10749.0
54850,18.0
54850,9648.0
54850,53.0
51242,35.0
51242,10769.0
10112,16.0
10112,35.0
10112,10751.0
10112,12.0
4307,18.0
4307,10749.0
46029,35.0
46029,10749.0
32308,35.0
32308,10751.0
88893,12.0
88893,18.0
88893,99.0
52873,18.0
340210,53.0
340210,28.0
340210,18.0
44281,35.0
44281,18.0
28121,35.0
28121,53.0
28121,80.0
28121,10749.0
12520,35.0
12520,53.0
12520,80.0
12520,18.0
1592,80.0
1592,18.0
1592,9648.0
1592,53.0
36447,18.0
36447,10749.0
19042,10749.0
19042,16.0
19042,10751.0
19042,12.0
19042,14.0
38884,18.0
38884,36.0
38884,10752.0
38884,10749.0
47449,35.0
36259,14.0
36259,878.0
36259,10751.0
41852,35.0
41852,18.0
40926,18.0
40926,53.0
9099,35.0
9099,10751.0
2021,35.0
2021,18.0
2021,10749.0
61752,35.0
10988,18.0
10988,27.0
10988,9648.0
10988,53.0
11479,12.0
11479,18.0
11479,35.0
11479,10751.0
398959,10749.0
398959,18.0
287305,35.0
339428,35.0
12652,18.0
12652,10749.0
10684,18.0
10684,53.0
10684,9648.0
10684,10752.0
954,12.0
954,28.0
954,53.0
68445,18.0
68445,35.0
18989,18.0
18989,10749.0
10801,35.0
54285,27.0
54285,9648.0
54285,53.0
8840,14.0
278978,18.0
124625,18.0
11107,28.0
11107,35.0
16417,18.0
16417,35.0
10363,80.0
10363,18.0
10363,53.0
161070,10749.0
161070,35.0
161070,18.0
10539,12.0
10539,16.0
10539,10751.0
10543,18.0
10543,53.0
10543,10749.0
18414,35.0
47502,35.0
47502,80.0
47502,18.0
11902,10752.0
11902,18.0
11902,35.0
27098,10752.0
27098,18.0
27098,10749.0
25087,28.0
25087,53.0
5801,18.0
896,18.0
3065,35.0
3065,878.0
2300,16.0
2300,35.0
2300,18.0
2300,10751.0
2300,14.0
8069,878.0
288173,53.0
288173,28.0
288173,18.0
187851,35.0
187851,27.0
187851,878.0
27768,18.0
27768,53.0
221917,18.0
221917,10749.0
8072,18.0
8072,878.0
8072,9648.0
35797,18.0
88030,99.0
88030,10769.0
83857,27.0
83857,18.0
83857,53.0
33245,18.0
124460,18.0
124460,10749.0
27281,28.0
27281,12.0
27281,35.0
27281,10751.0
105045,18.0
105045,10749.0
40001,35.0
40001,10749.0
40001,18.0
29621,28.0
29621,12.0
29621,878.0
29621,53.0
117730,18.0
117730,10769.0
20762,28.0
20762,53.0
37144,80.0
37144,9648.0
37144,53.0
48260,80.0
48260,18.0
48260,10749.0
48260,53.0
12656,28.0
12656,35.0
12656,18.0
12656,53.0
38867,18.0
38867,10749.0
25969,35.0
25969,18.0
25969,10751.0
25969,10749.0
44103,18.0
44103,36.0
753,18.0
43634,10749.0
43634,18.0
43634,9648.0
9103,28.0
9103,12.0
90214,35.0
90214,10749.0
29649,18.0
10990,18.0
10990,9648.0
10990,53.0
8866,35.0
8866,10749.0
12233,16.0
12233,35.0
12233,10751.0
23449,35.0
36355,12.0
36355,10751.0
37667,18.0
37667,53.0
37667,9648.0
37667,10749.0
90148,18.0
922,18.0
922,14.0
922,37.0
11876,10752.0
11876,12.0
11876,18.0
11876,10749.0
52633,28.0
52633,80.0
52633,18.0
62364,35.0
62364,10769.0
11687,14.0
11687,35.0
11687,878.0
9304,35.0
9304,14.0
9304,878.0
73183,99.0
131232,18.0
131232,10769.0
9100,18.0
9100,14.0
9100,27.0
9100,53.0
20759,35.0
20759,18.0
46063,18.0
46063,53.0
32513,35.0
32513,18.0
32513,10749.0
40651,16.0
40651,18.0
36915,18.0
36915,9648.0
36915,53.0
40507,28.0
40507,18.0
40507,80.0
40507,53.0
9802,28.0
9802,12.0
9802,53.0
25697,35.0
21588,14.0
21588,18.0
21588,27.0
21588,35.0
664,28.0
664,12.0
664,18.0
11867,28.0
11867,878.0
47119,18.0
314352,35.0
9323,28.0
9323,16.0
9323,878.0
10280,27.0
10280,53.0
10535,28.0
10535,35.0
124613,35.0
124613,18.0
532,10751.0
532,16.0
532,35.0
26744,18.0
26744,28.0
26744,80.0
16299,35.0
16299,10751.0
10547,28.0
10547,9648.0
10547,878.0
10547,53.0
245268,18.0
245268,10752.0
935,18.0
935,35.0
935,10752.0
55613,27.0
55613,35.0
55613,18.0
55613,14.0
41007,35.0
41007,18.0
41007,10749.0
35645,18.0
110465,10751.0
110465,12.0
255546,99.0
40751,18.0
40751,28.0
85778,99.0
11101,18.0
11101,36.0
11101,10752.0
9826,12.0
9826,28.0
9879,18.0
9879,53.0
9879,80.0
63564,18.0
63564,35.0
22621,18.0
22621,10749.0
7095,35.0
7095,18.0
7095,878.0
26890,18.0
46732,35.0
46732,18.0
46732,10751.0
124633,18.0
202425,10402.0
202425,10749.0
77771,18.0
77771,10749.0
181083,18.0
41225,18.0
41225,9648.0
41225,27.0
87190,37.0
87190,18.0
87190,10752.0
627,18.0
627,80.0
32872,35.0
32872,10749.0
602,28.0
602,12.0
602,878.0
14553,18.0
14553,10749.0
9566,18.0
9566,9648.0
9566,53.0
10545,18.0
10545,16.0
10545,10751.0
9894,35.0
9894,18.0
9894,53.0
11543,35.0
9268,28.0
9268,18.0
9268,9648.0
9268,53.0
52059,99.0
9327,14.0
9327,35.0
9327,10749.0
9327,878.0
123763,18.0
123763,10769.0
81949,18.0
81949,10749.0
81949,10752.0
44535,35.0
44535,18.0
44495,18.0
78285,35.0
11228,28.0
11228,12.0
11228,53.0
10779,27.0
10779,35.0
26748,18.0
26748,9648.0
26748,10749.0
38223,35.0
38223,18.0
38223,10751.0
9294,18.0
9294,14.0
9294,10749.0
9294,878.0
49963,35.0
49963,18.0
49963,10749.0
11363,35.0
11363,10749.0
1645,80.0
1645,18.0
1645,53.0
31546,18.0
77056,10749.0
77056,35.0
36344,12.0
18550,28.0
18550,35.0
18550,53.0
11511,14.0
11511,35.0
11511,878.0
11511,10751.0
34170,10751.0
34170,35.0
109478,28.0
109478,9648.0
109478,53.0
124645,10752.0
124645,18.0
12606,35.0
69895,35.0
35206,12.0
35206,18.0
151489,10752.0
151489,18.0
4837,18.0
4837,35.0
4837,10749.0
12632,18.0
12632,10769.0
9098,35.0
9098,10769.0
282919,18.0
124614,53.0
18975,16.0
18975,10751.0
18975,14.0
11962,14.0
11962,35.0
11962,10402.0
2925,35.0
28628,10749.0
28628,18.0
28628,35.0
3595,28.0
3595,53.0
9308,35.0
92381,35.0
18555,28.0
18555,18.0
18555,53.0
12123,28.0
12123,18.0
12123,878.0
12123,53.0
10830,35.0
10830,10751.0
10830,14.0
3573,18.0
3573,35.0
3573,10749.0
10546,28.0
10546,14.0
10546,53.0
18862,35.0
18862,10751.0
31417,18.0
31417,27.0
31417,53.0
9431,27.0
9431,35.0
124619,18.0
46986,18.0
46986,10749.0
